player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
579,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,90.0,0.0,1.0,3.0,0.19,0.12,0.0,,,5.0,62.0,33.0,85.0,1.0,4.0,0.0,0.0,3.0,50.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0,2.0,50.0,,0.0,,,,,,,,2.0,,,,,,,,,0,90,1,0.0,0,,,,,,,
371,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,21.0,0.0,0.0,,,0.03,,,,0.0,26.0,15.0,75.0,0.0,4.0,,,1.0,33.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,,2.0,100.0,0.0,,2.0,1.0,,,,,,,,0.0,,,,,,,,,69,90,0,0.0,0,,,,,,,
357,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,30.0,0.0,0.0,,,,,,,1.0,11.0,3.0,60.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,3.0,1.0,25.0,1.0,100.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,60,90,0,0.0,0,,,,,,,
366,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,90.0,0.0,0.0,,,0.09,,,,4.0,63.0,41.0,89.0,3.0,7.0,0.0,0.0,,,2.0,1.0,8.0,0.0,0.0,,1.0,3.0,3.0,2.0,50.0,1.0,50.0,,1.0,,,,,,,,0.0,,,,,,,,,0,90,1,0.0,0,,,,,,,
358,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,88.0,0.0,0.0,,,0.06,,,,1.0,52.0,26.0,81.0,1.0,7.0,0.0,0.0,1.0,25.0,4.0,2.0,5.0,0.0,1.0,,1.0,4.0,2.0,4.0,67.0,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,0,88,1,0.0,0,,,,,,,
627,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,60.0,0.0,0.0,3.0,0.76,0.01,2.0,,,3.0,23.0,12.0,92.0,0.0,1.0,0.0,0.0,,,2.0,0.0,3.0,0.0,0.0,,1.0,2.0,3.0,2.0,40.0,0.0,,,1.0,,,,,,,,1.0,,,,,,,0.48,,0,60,1,0.0,0,,,,,,,
381,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,2.0,0.0,0.0,,,,,,,0.0,4.0,2.0,67.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,100.0,1.0,50.0,1.0,0.0,,,,,,,,0.0,,,,,,,,,88,90,0,0.0,0,,,,,,,
362,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,90.0,0.0,0.0,,,0.02,,,,0.0,55.0,46.0,98.0,0.0,9.0,,,6.0,100.0,1.0,2.0,6.0,0.0,2.0,,0.0,1.0,3.0,1.0,33.0,0.0,0.0,,2.0,,,,,,,,0.0,,,,,,,,,0,90,1,0.0,0,,,,,,,
377,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,30.0,0.0,0.0,1.0,0.13,,1.0,,,2.0,13.0,3.0,60.0,0.0,,,,,,0.0,0.0,3.0,0.0,0.0,,0.0,2.0,1.0,2.0,67.0,0.0,,1.0,0.0,,,,,,,,0.0,,,,,,,0.38,,60,90,0,0.0,0,,,,,,,
369,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,60.0,0.0,0.0,2.0,0.11,0.04,0.0,,,4.0,33.0,13.0,72.0,0.0,,1.0,100.0,,,0.0,0.0,4.0,0.0,0.0,,0.0,5.0,6.0,4.0,44.0,1.0,50.0,2.0,1.0,,,,,,,,2.0,,,,,,,,,0,60,1,0.0,0,,,,,,,
2,26-27-champions-league-napoli-vs-arsenal-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,,,,,,,
3,26-27-champions-league-napoli-vs-arsenal-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,,,,,,,
8,26-27-champions-league-napoli-vs-arsenal-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,,,,,,,
7,26-27-champions-league-napoli-vs-arsenal-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,,,,,,,
20,26-27-champions-league-napoli-vs-arsenal-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,,,,,,,
15,26-27-champions-league-napoli-vs-arsenal-2026-09-08,90.0,1.0,0.0,3.0,0.15,1.33,1.0,,,1.0,121.0,91.0,87.0,6.0,19.0,1.0,50.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,,1.0,5.0,3.0,5.0,71.0,0.0,0.0,1.0,0.0,,,,,,,,1.0,,,,,,,0.14,,0,91,0,0.0,0,,,,,,,
